"Dyad ID","Thought Unit","Speaker","ANNOTATION"
24,123,Wine,I guess we’re done.,MIN
24,124,Wine,"I think we need to answer questions afterwards,she said",OT
25,0,Group 025 
25,1,Name of Coder: Esther 
25,2,Date:
25,3,Wine,"Alrighty,I was looking at this I think it would be pretty good to get together here and form business here.",MI-C
25,4,Grocery,"Yep,we should.",MI-C
25,5,Wine,I have a few issues here;,PO
25,6,Wine,I think my big issues here are the hours of operation and renovation costs.,IR
25,7,Wine,"In terms of the hours of operation,we’re going to be in Dupont Circle.",SF
25,8,Wine,I mean we’re talking metropolitan area this is not going to be people that will be waking up early in the morning. These are people that will be working late.,SB-R
25,9,Wine,They’re either going to be coming home late or they’re going to be cruising around town here. I don’t see too much sense opening up the place up really early here.,SB-R
25,10,Wine,"I’m thinking the very earliest at 9,9:30 in the morning.",IP
25,11,Wine,"Being able to stay open late,9:30 at night when people are still around.",SB-R
25,12,Wine,"Uh,frankly I’d rather just open up at 10:30 and keep it open till 1030. I think that’s the way we should go on that.",IP
25,13,Grocery,"Uh huh,so that’s the most concern about the operational time for you?",QR
25,14,Wine,"Well,there’s that and I think it’s important to renovate the place here.",IP
25,15,Wine,"Because if it doesn’t look that nice,especially in Dupont Circle, people just wont go in.  They’re going to be looking for glitz and glamour and all that stuff. They’re going to want a nice little place here.",SB-R
25,16,Wine,"Especially with the place like ours which is going to have your upscale groceries,my upscale liquors.",MU
25,17,Wine,"People see a crummy place,they’re not going to be like ummm, they’re not going to bother to look what’s in there.  They’re going to look at décor outside there. That’s going to be their first time.",SB-R
25,18,Wine,"Me I think it’s fair that we have money going into this,/ and opening early.",RT
25,19,IP
25,20,Grocery,So the most concern for you is the operation hours and renovation cost.,IR
25,21,Wine,Correct.,MI-N
25,22,Grocery,"Okay,what I’m most concerned about is our opening date",IR
25,23,Grocery,because I need some time to buy stuff and time to train our new employees.,SB-E
25,24,Grocery,So uh if I get more time it’ll be more beneficial for my business.,SB-R
25,25,Grocery,So how bout…let me think about it.,MI-N
25,26,Grocery,"Hmm…I’m not really concerned about the renovation cost,I think we can get some point at this point.",IR
25,27,Grocery,I’m a little concerned about the operation hours because I’m running a grocery store.,SB-R
25,28,Grocery,So probably people will probably buy breakfast before they go to work.,SB-R
25,29,Wine,But I mean do you think for an upscale place people will be going in to buy breakfast?,SB-R
25,30,Wine,"I’m thinking they’ll be coming in to buy groceries primarily for dinner,lunch, for lunch and dinner.",SB-R
25,31,Grocery,Grab a cup of coffee?,SBR
25,32,Wine,I don’t know.,MI-neg
25,33,Wine,I mean is that really what you want to aim for? Like donuts and coffee?,SB-R
25,34,Wine,Grocery,"Uh huh,probably.",MI-N
25,35,Wine,That’s why I’m a little concerned so probably we’ll have to discuss this first about operation hours.,P1
25,36,Wine,Okay.,MI-N
25,37,Wine,In terms of floor space I was aiming for 40 percent.,IP
25,38,Grocery,For you or for me.,QM
25,39,Wine,"For me,I’m sorry.",MI-C
25,40,Grocery,You’d get 40 percent?,QM
25,41,Wine,I’d get 40 percent.,MI-N
25,42,Grocery,I get 60 percent…,MI-N
25,43,Wine,That’ll give you a little more.,MI-N
25,44,Grocery,That’s fine.,RP
25,45,Wine,"Umm,temperature ideally I want 65 degrees, /but I mean I will be a little more lenient. ",IP/PC
25,46,Wine,Frankly I think 65 degrees half the people in there are going to be freezing.,MIC
25,47,Grocery,65,MI-N
25,48,Wine,"So,I’m thinking I do need my lockers to be a little cool for my wine.",SB-R
25,49,Wine,So what I’m aiming for here is 69 degrees.,IP
25,50,Wine," On that,if that’s the case there it should be nice enough uh for my side.  I think on your side it might be a little chilly but I don’t think 69, that’s typical thermostat for winter weather.",MIC
25,51,Wine,"I think if its summer,they’re not going to mind if it’s a little chilly in there.",SB-R
25,52,Wine,I think 69 would be a really good compromise there.,PC
25,53,Grocery,I can understand why you’d need a little bit lower temperature for your wine.,IN-P
25,54,Grocery,But 69 degree means I have to pay more electricity per month.Because my stuff don’t need that temperature.,SB-R
25,55,Grocery,How about you pay a little more on decoration and I’ll pay a little more on electricity.,PP
25,56,Grocery,Because you know for me I think the space is good enough for me to open up a grocery store.  I don’t think there’s a need for me to decorate the place.,SB-R
25,57,Grocery,If we keep the temperature on 69 degree…what’s your upper limit for cost of decorations.,QB
25,58,Wine,I want to be the whole 30 thousand. That’s what I’m aiming for.,IP
25,59,Grocery,You mean 30 thousand for me and 30 thousand for you?,QM
25,60,Wine,"In terms of renovation,that’s what I was aiming for 30,000 renovation..",IP
25,61,Wine,Grocery,"Because that’s a little too much for me,I have to be honest.",IP
25,62,Wine,I don’t think there’s a need for me to spend that much on decorations.,SB-R
25,63,Wine,For me I have to spend more on training employees so….umm…,SB-R
25,64,Wine,"how bout I pay 15,000 and we can keep the temperature on 69 degree. Do you think that’s fair?",OM
25,65,Wine,Wine,"Tell you what,I’m willing to do…willing to hike up the temperature up to 71.",OS
25,66,Wine,But I really want to spend some money into renovations here.  I think that’s important.,IP
25,67,Grocery,"71,let me think about it…electricity.",MI-N
25,68,Grocery,"And 20,000,I pay 20,000 and 60…",OM
25,69,Wine,"I still want the full 30,000 to be honest with you. ",IP
25,70,Wine,I think the more we throw there it will pay off in the end.  It might be expensive at first but I think in the long term that’s going to help us out. ,SB-R
25,71,Grocery,Uh huh.,MI-N
25,72,Grocery,"30,000…wow,",RN/MI-N
25,73,/let me think about my budget,,"It’s really too much for me,I have to be honest. I really think that’s too much for my budget.",IP
25,74,Wine,"What’s your main concern about if we spend 30,000 in renovation?",QM
25,75,Grocery,I have to tell you that I’m a little bit concerned about my tight budget. because I have to pay more for my staff and especially for training the new employees.  I have to spend time and money on them.,SB-R
25,76,Grocery,Wine,"But I mean they’re going to,in due time your going to have trained employees. That’s no problem. ",SB-R
25,77,Grocery,"I think this is like a short-term investment. The 30,000.",SB-R
25,78,Grocery,I agree it is a sacrifice for you but it’s going to be more of a sacrifice for you than me.,SB-R
25,79,Grocery,But I think in the long run that’s going to help out. It’s going to make the place look more attractive. And I think it’s going to help you out in the end too.,SB-R
25,80,Grocery,"If I pay for 30,000 how bout we can….if we can save more on electricity on those stuff,probably I can try to pay 30,000. How bout we keep the temperature on 73 degree.",OM
25,81,Grocery,Wine,"Tell you what why don’t we do….25,000 for renovation and then 71 for the temperature.",OM
25,82,Grocery," Because I’m thinking we can either do 30,000 and do a full 73 temperature.",OM
25,83,Grocery," Or we can do 25,000 and 71.",OM
25,84,Grocery,That’s as far as I can go on that.,IB
25,85,Grocery,Okay?…,QM
25,86,Wine,Which one would you go for?,QP
25,87,Grocery,"25,000 and 71.",OM
25,88,Wine,25 and 71.,MI-N
25,89,Wine,"Alright,that’s good.",RP
25,90,Wine,Um floor space I figure…,MI-N
25,91,Grocery,You got 40 percent and I got 60 percent and…,IS
25,92,Grocery,Is it okay for you to open our new shop on September 1st?,OS
25,93,Wine,See that’s the thing.  I want to get this done as early as possible here.,IP
25,94,Wine," I mean I understand you got training time,training time issues here.",IN-P
25,95,Wine,"So I mean we don’t want to open up May 1st here,but I mean, I would think a month should be plenty of time to train the new people here.",SB-R
25,96,Wine,I’m thinking June 1st would be fine to open.,IP
25,97,Grocery,"It seems we have pay so much in 25,000 and I pay 25,000 and for decorations.",SB-R
25,98,Grocery,Do you think we should keep more time for that because we spend that much on decorations. So probably we have more time to make sure everything’s all right for opening.,SB-R
25,99,Wine,I mean I could understand that argument a little bit but uh I don’t see how decorations would really push the time off per se. I don’t see how decorating would cost us time opening up. ,SB-R
25,100,Grocery,Because I’ve been thinking about for me I have to start planning everything after the decorations to put the stuff on the shelf and training the new employees to become familiar with everything.,SB-R
25,101,Wine,And there’s just no way you can train at the same time your doing decorations.,SB-R
25,102,Wine,That doesn’t seem like..,MI-N
25,103,Grocery,You can…I don’t know for me I definitely don’t want to work in a place there is under decorations.,SB-R
25,104,Grocery,"There’s nails,I think that’s not good for…",SB-R
25,105,Wine,Yeah but I mean that’s just the way running a business ya know. You got to deal with what you got there.,SB-R
25,106,Grocery,So for me I need more time for me I think more time for me to prepare better for my business.,SB-E
25,107,Grocery,Obvious that won’t work for me.,RN
25,108,Wine,Why don’t we get back to the hours of operation.,P1
25,109,Wine,"Do you really think,you think there’s going to be a breakfast crowd? You think there’s going to be people coming in for that?",SB-R
25,110,Wine,Grocery,"Yeah,I’m owning the grocery store now, I mean, people do grab some coffees or donuts, something like that.",SBR
25,111,Wine,"You got to understand here,I mean, people don’t go buying wine at 6:30 in the morning.",SB-R
25,112,Grocery,"I understand,that’s true.",MI-C
25,113,Wine,"On the other hand and having a liquor store close at 6:30,7:30 at night. That’s kind of a mood point. I basically cut some of my business down to like Saturdays and Sundays.",SB-R
25,114,Wine,So…I obviously I like it as late as possible here.,IP
25,115,Grocery,I can understand that.,MI-C
25,116,Grocery,But,MI-N
25,117,Wine,"Alright,this is what I’m seeing here. If we open up at 830 in the morning that should still get a good chunk of your breakfast crowd.",PC
25,118,Grocery,Probably.,MI-N
25,119,Wine,"That should probably be enough time to get people into my store,I don’t think my clientele are exactly going to be the people going out making a late night run looking for liquor anyways. ",MI-C
25,120,Wine,So if we went for 8:30 in the morning to 8:30 in the evening.,OS
25,121,Wine,I think that would be a way to compromise both your crowd for the breakfast people and my wine customers.,PC
25,122,Grocery,That sounds good.,RP
25,123,Wine,Alright.,MI-N
25,124,Grocery,The grand opening date…I really prefer on September 1st to open.,IP
25,125,Grocery,"I think that’s,that good for me to have time to prepare for that but hmm.",SB-R
25,126,Wine,"Alright let’s say decorations take a month,if you work on training I think that would be a month tops there. If we combined month for decorations and month for training…that would push us back to July 1st.",SB-R
25,127,Wine,I already got my wine and liquor ready I don’t really need too much training.,SB-R
25,128,Wine,I’m willing to sit back for a little bit but I think July 1st would be the way to go for me.,OS
25,129,Wine,"I’m already holding back two months,I don’t see how that could really hurt you guys too much at this point, if we went for July 1st.",SB-R
25,130,Grocery,Uh huh…July 1st.,MI-N
25,131,Grocery,Let me think if I could make it on time. 60 days prepare for the business.,MI-N
25,132,Grocery,Is it possible for you to just give me 30 days more and open on August 1st?,OS
25,133,Wine,"Reluctantly so,but I’ll go with it.",RP
25,134,Grocery,Okay cool.,MI-C
25,135,Wine,"Alright,great.",MI-C
25,136,Wine,That was good.,MI-C
26,0,Group 026 
26,1,Name of Coder
26,2,SKIP CODING ,Date:
26,3,Wine,Okay.,MIC
26,4,Grocery,Okay.,MIC
26,5,Grocery,"Hi,so for the hours of operation what is the best for you?",QP
26,6,Wine,The best for me would be from 1030am to 1030pm.,IP
26,7,Grocery,"It would be totally opposite,right?",IDN
26,8,Wine,"Yeah,probably.",MIN
26,9,Grocery,Mine is 630 to 630.,IP
26,10,Wine,"Okay,cuz your pm.",MIN
26,11,Wine,Because I’m like a liquor wine store.,SBR
26,12,Grocery,And I’m a grocery store.,SF
26,13,Wine,Yeah…um.,MIN
26,14,Grocery,Should we go right in the middle?,PC
26,15,Wine,"Yeah,because I can do…I mean if people are in there buying other stuff they may pick up wine or liquor or something later in the day.",MIC
26,16,Wine,"I don’t know..but yeah,830-830 pm.",RP
26,17,Grocery,It is a grocery…maybe if we focus on other points we can come back here.,PM
26,18,Wine,Yeah.,MIN
26,19,Grocery,For now we’ll just…,MIN
26,20,Wine,Okay that’s fine.,MIN
26,21,Grocery,"For renovation cost,I umm for me the cheaper the better.",IP
